time,lat,lon,speed,ax,ay,az,acc_mag,gx,gy,gz,label,road_label,source
1225121,12.968656,79.183307,32.41,-2896,-196,15752,16017.201253652274,-29,484,220,0,smooth,test1
1225346,12.968656,79.183307,32.41,-516,-2056,20732,20840.086756057422,-10,561,-15,0,smooth,test1
1225572,12.968656,79.183307,32.41,-2268,2132,18752,19008.596791978096,-253,884,-171,0,smooth,test1
1225797,12.968656,79.183307,32.41,-4052,-1868,12256,13042.916238326457,58,213,-231,0,smooth,test1
1226023,12.968656,79.183307,32.41,-848,584,19904,19930.614039712877,-316,1584,-114,0,smooth,test1
1226249,12.968656,79.183307,32.41,-3692,-4096,19052,19833.980538459746,157,-159,-6,0,smooth,test1
1226475,12.968656,79.183307,32.41,-3900,964,16924,17394.282738877162,297,394,-270,0,smooth,test1
1226700,12.968656,79.183307,32.41,-2444,3368,19796,20228.647409058274,148,521,-272,0,smooth,test1
1226930,12.96866,79.183474,32.69,-3520,-464,19392,19714.344016476938,20,397,-86,0,smooth,test1
1227156,12.96866,79.183474,32.69,220,2128,15080,15230.994189480869,33,614,262,0,smooth,test1
1227381,12.96866,79.183474,32.69,-3072,0,12328,12704.989885867679,827,252,346,0,smooth,test1
1227606,12.96866,79.183474,32.69,-2372,332,16444,16617.513171350278,296,844,418,0,smooth,test1
1227830,12.96866,79.183474,32.69,-3256,284,12260,12688.175282521912,-563,95,414,0,smooth,test1
1228055,12.96866,79.183474,32.69,-1332,784,18056,18122.031232728852,-1063,576,254,0,smooth,test1
1228280,12.96866,79.183474,32.69,-548,-440,14400,14417.13924466293,-487,1417,51,0,smooth,test1
1228506,12.96866,79.183474,32.69,-2944,356,12844,13181.889394165011,-1027,6,-783,0,smooth,test1
1228731,12.96866,79.183474,32.69,-5060,2140,15876,16799.719521468207,142,1118,-273,0,smooth,test1
1228961,12.968655,79.18364,33.22,-3880,-2256,15560,16194.367415864073,562,877,-152,0,smooth,test1
1229186,12.968655,79.18364,33.22,-3180,1360,17148,17493.310264212432,627,295,-52,0,smooth,test1
1229411,12.968655,79.18364,33.22,-1972,1476,16960,17137.93919933199,757,584,-43,0,smooth,test1
1229636,12.968655,79.18364,33.22,-3880,-2012,17032,17583.843948352136,468,922,74,0,smooth,test1
1229861,12.968655,79.18364,33.22,-2296,-292,17220,17374.846186369537,728,1072,528,0,smooth,test1
1230086,12.968655,79.18364,33.22,-1212,1688,15096,15238.356341810622,-213,784,255,0,smooth,test1
1230311,12.968655,79.18364,33.22,-3120,-628,13972,14329.883739933133,586,269,57,0,smooth,test1
1230536,12.968655,79.18364,33.22,-3568,-268,13448,13915.859729100463,0,87,-159,0,smooth,test1
1230762,12.968655,79.18364,33.22,-7416,-2752,14168,16226.607285566506,231,-38,228,0,smooth,test1
1230991,12.968653,79.183802,31.21,-1136,2124,18624,18779.11733814984,33,343,202,0,smooth,test1
1231217,12.968653,79.183802,31.21,-2208,1036,17748,17914.800138433027,23,765,16,0,smooth,test1
1231442,12.968653,79.183802,31.21,-3800,-1868,12944,13618.977935219662,-818,440,-378,0,smooth,test1
1231669,12.968653,79.183802,31.21,-1692,-1408,10512,10739.994040966689,1561,-149,56,0,smooth,test1
1231895,12.968653,79.183802,31.21,-2544,988,10888,11224.821780322394,689,-598,-154,0,smooth,test1
1232121,12.968653,79.183802,31.21,-5248,592,17420,18202.976899397527,737,65,180,0,smooth,test1
1232345,12.968653,79.183802,31.21,-472,-1116,15168,15216.322288910682,900,521,591,0,smooth,test1
1232570,12.968653,79.183802,31.21,-2236,2192,16112,16413.442783279806,97,1194,547,0,smooth,test1
1232796,12.968653,79.183802,31.21,-2148,200,15792,15938.66895320936,-335,932,562,0,smooth,test1
1233024,12.968646,79.18396,30.67,-4984,-2376,13700,14770.769512791132,65,19,547,0,smooth,test1
1233250,12.968646,79.18396,30.67,-4128,-476,16900,17403.360595011527,-816,612,337,0,smooth,test1
1233476,12.968646,79.18396,30.67,-1880,-2656,18732,19012.536916466463,-963,658,64,0,smooth,test1
1233702,12.968646,79.18396,30.67,-3904,2620,13324,14129.210593660213,-445,678,-596,0,smooth,test1
1233928,12.968646,79.18396,30.67,-3388,-348,16680,17024.160713527115,751,24,83,0,smooth,test1
1234153,12.968646,79.18396,30.67,-2272,-1016,17572,17747.377947178564,285,1223,93,0,smooth,test1
1234378,12.968646,79.18396,30.67,-1308,1760,15652,15804.858999687407,145,317,211,0,smooth,test1
1234603,12.968646,79.18396,30.67,-4876,-3804,14776,16017.988887497706,93,466,511,0,smooth,test1
1234829,12.96864,79.184123,30.67,-6300,-964,15248,16526.366811855532,-841,1403,239,0,smooth,test1
1235058,12.96864,79.184123,32.1,-2100,1520,18416,18597.565862230465,-347,1252,300,0,smooth,test1
1235283,12.96864,79.184123,32.1,-708,836,11452,11504.280246934182,310,13,102,0,smooth,test1
1235508,12.96864,79.184123,32.1,-2588,-140,17420,17611.75016856644,-332,694,-204,0,smooth,test1
1235734,12.96864,79.184123,32.1,-1820,516,14996,15114.849387274753,510,994,16,0,smooth,test1
1235958,12.96864,79.184123,32.1,-396,-144,17660,17665.026238304883,-148,832,-136,0,smooth,test1
1236184,12.96864,79.184123,32.1,-6688,-2156,16280,17731.781636372583,75,-64,-302,0,smooth,test1
1236410,12.96864,79.184123,32.1,-2228,808,12644,12864.19775967394,119,915,-422,0,smooth,test1
1236636,12.96864,79.184123,32.1,-3100,-1560,18744,19062.558485156183,927,1145,-30,0,smooth,test1
1236865,12.968641,79.18429,32.1,236,800,12968,12994.795881428841,781,554,149,0,smooth,test1
1237091,12.968641,79.18429,32.78,-3944,-1524,16280,16820.11034446564,933,970,242,0,smooth,test1
1237317,12.968641,79.18429,32.78,-4580,376,16436,17066.337392656926,825,142,280,0,smooth,test1
1237542,12.968641,79.18429,32.78,-4368,224,15000,15624.647196016938,1011,722,556,0,smooth,test1
1237766,12.968641,79.18429,32.78,-2816,-692,17748,17983.331838121656,31,675,611,0,smooth,test1
1237991,12.968641,79.18429,32.78,-4400,-1668,13292,14100.336449886578,104,297,680,0,smooth,test1
1238216,12.968641,79.18429,32.78,-4156,-868,13664,14308.412071225794,-908,248,269,0,smooth,test1
1238442,12.968641,79.18429,32.78,-2496,324,14756,14969.119145761382,-801,296,98,0,smooth,test1
1238667,12.968641,79.18429,32.78,-2588,-720,17196,17404.555725441543,-1059,1165,102,0,smooth,test1
1238896,12.968637,79.184459,32.67,-352,916,16256,16285.591668711333,68,465,-196,0,smooth,test1
1239122,12.968637,79.184459,32.67,-3136,-3256,15820,16453.2195025776,671,879,-65,0,smooth,test1
1239348,12.968637,79.184459,32.67,-552,-356,16644,16656.955784296242,623,946,242,0,smooth,test1
1239573,12.968637,79.184459,32.67,-2820,-2528,20820,21161.65362158638,66,819,591,0,smooth,test1
1239799,12.968637,79.184459,32.67,-4272,-1636,14456,15162.533297572672,-250,-78,344,0,smooth,test1
1240025,12.968637,79.184459,32.67,-6696,-40,15728,17094.092546842025,-1027,-189,225,0,smooth,test1
1240250,12.968637,79.184459,32.67,-4752,284,14020,14806.1662830052,-1638,1432,-120,0,smooth,test1
1240476,12.968637,79.184459,32.67,-2832,-568,15444,15711.778511677156,-1072,943,-71,0,smooth,test1
1240702,12.968637,79.184459,32.67,-1580,-248,16360,16437.989658106006,-750,973,233,0,smooth,test1
1240932,12.96864,79.184628,33.22,2228,1588,14560,14814.834727394025,-192,1374,-198,0,smooth,test1
1241158,12.96864,79.184628,33.22,936,-792,16864,16908.514304929337,-593,701,-425,0,smooth,test1
1241384,12.96864,79.184628,33.22,-4644,-336,16360,17009.680537858436,-159,-171,-574,0,smooth,test1
1241611,12.96864,79.184628,33.22,-2896,-936,13864,14194.132872423028,574,489,-495,0,smooth,test1
1241836,12.96864,79.184628,33.22,-2968,120,9316,9778.102065329447,681,-626,-405,0,smooth,test1
1242062,12.96864,79.184628,33.22,-2444,1916,16868,17151.49019764755,-37,666,34,0,smooth,test1
1242287,12.96864,79.184628,33.22,-364,-1768,20408,20487.67395289177,829,708,415,0,smooth,test1
1242512,12.96864,79.184628,33.22,-5332,-1448,11680,12920.887276034877,-91,-818,203,0,smooth,test1
1242738,12.96864,79.184628,33.22,-208,1656,14228,14325.557022329009,352,670,223,0,smooth,test1
1242967,12.968639,79.184796,32.48,-2136,216,16436,16575.622099939417,105,863,262,0,smooth,test1
1243191,12.968639,79.184796,32.48,-2360,-2016,14440,14769.815706365465,292,-396,524,0,smooth,test1
1243417,12.968639,79.184796,32.48,-2544,1680,13896,14226.494719360775,-44,469,128,0,smooth,test1
1243642,12.968639,79.184796,32.48,-1504,-608,16756,16834.346319355558,397,249,259,0,smooth,test1
1243868,12.968639,79.184796,32.48,-3760,540,13084,13624.252493256281,-477,994,99,0,smooth,test1
1244093,12.968639,79.184796,32.48,-5896,-1336,17044,18084.403446063683,-463,493,400,0,smooth,test1
1244319,12.968639,79.184796,32.48,-5256,-672,14664,15591.985633651668,-330,333,156,0,smooth,test1
1244545,12.968639,79.184796,32.48,-364,1996,15984,16112.255211484207,-425,682,281,0,smooth,test1
1244772,12.968639,79.184796,32.48,-3204,-1456,14900,15309.982103190063,-80,-142,287,0,smooth,test1
1245002,12.968637,79.184962,32.39,-2088,96,17592,17715.739442653812,-747,750,351,0,smooth,test1
1245227,12.968637,79.184962,32.39,-4024,660,15004,15548.253663997124,95,-75,315,0,smooth,test1
1245452,12.968637,79.184962,32.39,-2748,-1152,16788,17050.382752302074,-495,-198,-137,0,smooth,test1
1245679,12.968637,79.184962,32.39,-3028,-1128,16052,16373.999877855136,-215,807,-445,0,smooth,test1
1245905,12.968637,79.184962,32.39,-5316,-2080,15172,16210.362118102112,-17,377,-437,0,smooth,test1
1246130,12.968637,79.184962,32.39,768,-80,15564,15583.142173515584,1465,551,107,0,smooth,test1
1246354,12.968637,79.184962,32.39,-2844,-2140,17160,17525.225704680666,-270,679,-213,0,smooth,test1
1246580,12.968637,79.184962,32.39,-88,1872,17664,17763.136659948323,398,489,-171,0,smooth,test1
1246805,12.968637,79.184962,32.39,-1996,468,13616,13769.476969006484,479,432,-217,0,smooth,test1
1247034,12.968638,79.185126,31.43,-3672,-1596,15840,16338.188394066216,734,504,579,0,smooth,test1
1247259,12.968638,79.185126,31.43,-2764,-2116,15668,16050.027289696425,-416,885,637,0,smooth,test1
1247485,12.968638,79.185126,31.43,-2500,-2700,20152,20485.192310544706,401,1058,605,0,smooth,test1
1247710,12.968638,79.185126,31.43,-4024,-156,19840,20244.567468829755,-278,1013,173,0,smooth,test1
1247935,12.968638,79.185126,31.43,-2692,1732,18712,18983.825536492903,-108,1340,159,0,smooth,test1
1248160,12.968638,79.185126,31.43,-4628,-1848,14032,14890.618254458073,-744,606,82,0,smooth,test1
1248385,12.968638,79.185126,31.43,-1264,-204,13628,13688.012857971751,-21,257,115,0,smooth,test1
1248610,12.968638,79.185126,31.43,-4072,1212,15204,15786.441777677452,349,493,178,0,smooth,test1
1248837,12.968637,79.185286,31.43,-976,-352,12580,12622.71286213863,1217,180,277,0,smooth,test1
1249064,12.968637,79.185286,30.91,-7196,-2000,21620,22873.7145212578,-480,262,229,0,smooth,test1
1249291,12.968637,79.185286,30.91,-2216,1036,14500,14704.895511359473,228,235,74,0,smooth,test1
1249516,12.968637,79.185286,30.91,-3136,-1348,14164,14569.505688251747,-158,297,143,0,smooth,test1
1249741,12.968637,79.185286,30.91,-2940,-4844,15776,16762.759677332368,479,187,341,0,smooth,test1
1249966,12.968637,79.185286,30.91,-2708,1168,20020,20236.054160828884,-58,1171,296,0,smooth,test1
1250191,12.968637,79.185286,30.91,-4652,-788,17860,18472.727140300645,-6,880,388,0,smooth,test1
1250417,12.968637,79.185286,30.91,-3228,-2124,11832,12446.990961674232,-187,-240,384,0,smooth,test1
1250643,12.968637,79.185286,30.91,-5148,-2752,17936,18862.01219382492,-1059,748,336,0,smooth,test1
1250871,12.968643,79.185443,30.91,-3096,-1596,16968,17321.820227678152,-304,417,177,0,smooth,test1
1251098,12.968643,79.185443,31.84,-3316,1228,17328,17685.11871602789,-1089,295,-92,0,smooth,test1
1251324,12.968643,79.185443,31.84,-2844,636,14452,14742.901207021636,-776,933,-354,0,smooth,test1
1251549,12.968643,79.185443,31.84,-4748,-1472,16588,17316.81356370161,59,862,-94,0,smooth,test1
1251775,12.968643,79.185443,31.84,-3784,388,11776,12375.111151015977,63,407,-161,0,smooth,test1
1252000,12.968643,79.185443,31.84,-1640,1396,16284,16425.805063983928,770,672,26,0,smooth,test1
1252225,12.968643,79.185443,31.84,-3700,892,15700,16154.741223554154,210,1262,46,0,smooth,test1
1252449,12.968643,79.185443,31.84,-5100,140,13628,14551.700381742334,-404,400,120,0,smooth,test1
1252674,12.968643,79.185443,31.84,-2320,-388,14752,14938.354929509474,289,82,284,0,smooth,test1
1252902,12.968647,79.185605,31.17,672,780,18052,18081.335348917124,550,830,359,0,smooth,test1
1253127,12.968647,79.185605,31.17,-4308,1576,12088,12929.12928236082,510,-200,191,0,smooth,test1
1253353,12.968647,79.185605,31.17,-3100,-1980,20216,20547.920965392095,1100,1481,978,0,smooth,test1
1253578,12.968647,79.185605,31.17,-5604,-1276,13504,14676.205504148544,-764,750,560,0,smooth,test1
1253804,12.968647,79.185605,31.17,-852,-1344,17520,17592.11868991339,-839,748,406,0,smooth,test1
1254030,12.968647,79.185605,31.17,-3576,-620,13616,14091.402769064547,-423,93,193,0,smooth,test1
1254255,12.968647,79.185605,31.17,-2088,472,13680,13846.47709708141,-870,-29,-232,0,smooth,test1
1254481,12.968647,79.185605,31.17,-1236,2184,20184,20339.40530104064,-1558,895,-413,0,smooth,test1
1254707,12.968647,79.185605,31.17,-2288,-1344,12788,13060.40673179821,-462,718,-535,0,smooth,test1
1254937,12.968656,79.185767,30.06,-5724,-1556,15328,16435.72012416858,676,266,-345,0,smooth,test1
1255163,12.968656,79.185767,30.06,-7152,-1996,17272,18800.454888113745,213,897,22,0,smooth,test1
1255389,12.968656,79.185767,30.06,-1852,1864,16556,16763.219738463133,85,1195,-138,0,smooth,test1
1255615,12.968656,79.185767,30.06,-700,1820,17020,17131.339702428413,-246,357,40,0,smooth,test1
1255841,12.968656,79.185767,30.06,-2288,-4052,12236,13090.964212005165,382,19,359,0,smooth,test1
1256067,12.968656,79.185767,30.06,-5652,-1784,9832,11480.243202998794,-378,-662,-259,0,smooth,test1
1256294,12.968656,79.185767,30.06,-3956,1416,13236,13886.925073607908,-1303,-46,-219,0,smooth,test1
1256520,12.968656,79.185767,30.06,-2680,-516,13476,13749.590248440132,-473,-458,-369,0,smooth,test1
1256747,12.968656,79.185767,30.06,-4200,1440,16348,16940.209679930176,-389,1021,-516,0,smooth,test1
1256977,12.968661,79.185926,31.48,-3680,920,16336,16770.620024316333,-182,-334,-149,0,smooth,test1
1257203,12.968661,79.185926,31.48,-6052,1048,15752,16907.114242235428,-1,803,-357,0,smooth,test1
1257429,12.968661,79.185926,31.48,-1316,-1684,19800,19915.012226960847,176,647,-192,0,smooth,test1
1257655,12.968661,79.185926,31.48,164,-500,18224,18231.59543210632,617,621,-138,0,smooth,test1
1257880,12.968661,79.185926,31.48,-4448,-3236,13880,14930.197587440027,931,-106,171,0,smooth,test1
1258106,12.968661,79.185926,31.48,-7176,988,13596,15405.269747719447,588,-227,-2,0,smooth,test1
1258331,12.968661,79.185926,31.48,-2296,-800,16148,16330.01898345498,551,1469,512,0,smooth,test1
1258556,12.968661,79.185926,31.48,-3452,-248,16076,16444.3176811931,220,887,655,0,smooth,test1
1258782,12.968661,79.185926,31.48,-5056,-900,15116,15964.54170967648,-325,495,513,0,smooth,test1
1259011,12.968657,79.186094,31.71,-3364,-1692,14980,15446.02732096509,-260,819,486,0,smooth,test1
1259237,12.968657,79.186094,31.71,-1476,-224,17956,18017.954600897407,-189,1275,375,0,smooth,test1
1259463,12.968657,79.186094,31.71,-6260,-380,14204,15526.931957086694,-333,500,160,0,smooth,test1
1259688,12.968657,79.186094,31.71,-1676,-668,16592,16689.807188820367,-529,825,226,0,smooth,test1
1259913,12.968657,79.186094,31.71,-1868,-1864,13192,13453.355863872775,-1164,-192,-232,0,smooth,test1
1260140,12.968657,79.186094,31.71,-2208,-228,16432,16581.25061628344,-682,1732,93,0,smooth,test1
1260366,12.968657,79.186094,31.71,-2548,-144,11960,12229.253452275818,355,1522,-174,0,smooth,test1
1260592,12.968657,79.186094,31.71,-1064,1624,17512,17619.296694249744,215,-18,57,0,smooth,test1
1260819,12.968657,79.186094,31.71,-3092,-908,13776,14147.901045738197,137,101,-104,0,smooth,test1
1261048,12.968659,79.18626,30.93,-1192,-548,16080,16133.430137450621,207,413,-142,0,smooth,test1
1261274,12.968659,79.18626,30.93,-3320,116,16340,16674.275276604978,982,311,-130,0,smooth,test1
1261499,12.968659,79.18626,30.93,1412,-924,19352,19425.43240187976,1406,475,74,0,smooth,test1
1261724,12.968659,79.18626,30.93,-1828,1272,15092,15255.42631328276,878,796,160,0,smooth,test1
1261948,12.968659,79.18626,30.93,-4348,-1168,15504,16144.452421807313,154,137,746,0,smooth,test1
1262174,12.968659,79.18626,30.93,-3548,-1292,14472,14956.481939279705,800,522,940,0,smooth,test1
1262399,12.968659,79.18626,30.93,-2556,992,16208,16438.262195256528,-752,851,1265,0,smooth,test1
1262624,12.968659,79.18626,30.93,-1212,432,14048,14106.802330790631,-762,836,610,0,smooth,test1
1262850,12.96866,79.18642,30.93,-5176,-3800,15328,16618.6208814089,-1375,-183,436,0,smooth,test1
1263079,12.96866,79.18642,28.09,-3868,-772,15000,15509.913217036386,-898,890,517,0,smooth,test1
1263305,12.96866,79.18642,28.09,-3904,-1204,16660,17153.61279730891,-1059,853,104,0,smooth,test1
1263530,12.96866,79.18642,28.09,212,-892,15836,15862.518841596375,-559,722,-245,0,smooth,test1
1263756,12.96866,79.18642,28.09,-612,244,16296,16309.313167635233,39,1009,-346,0,smooth,test1
1263981,12.96866,79.18642,28.09,-1940,-556,15676,15805.369720446277,1043,692,-63,0,smooth,test1
1264206,12.96866,79.18642,28.09,-6132,-904,18948,19936.031300135943,-2186,2530,-1075,0,smooth,test1
1264433,12.96866,79.18642,28.09,-7264,2196,15088,16888.92702334876,-158,2989,-719,0,smooth,test1
1264658,12.96866,79.18642,28.09,-1640,-2328,13020,13327.774908063237,740,-1028,-537,0,smooth,test1
1264888,12.968673,79.186575,28.09,-3708,-3316,20140,20745.233669448025,-1051,2784,204,0,smooth,test1
1265116,12.968673,79.186575,30.17,-4440,2200,12928,13845.099638500258,-316,861,-178,0,smooth,test1
1265342,12.968673,79.186575,30.17,-444,-3136,14056,14408.426978681608,705,965,115,0,smooth,test1
1265567,12.968673,79.186575,30.17,-2984,-1448,19076,19362.198635485587,348,-40,-272,0,smooth,test1
1265794,12.968673,79.186575,30.17,-5288,-2848,18144,19112.26789263901,469,1277,-188,0,smooth,test1
1266020,12.968673,79.186575,30.17,-1936,248,18256,18360.041830017708,948,348,-209,0,smooth,test1
1266245,12.968673,79.186575,30.17,-4904,-540,17720,18393.999456344452,170,574,141,0,smooth,test1
1266471,12.968673,79.186575,30.17,-3596,-2964,18936,19500.98992359106,-332,863,198,0,smooth,test1
1266696,12.968673,79.186575,30.17,-2192,-516,13216,13406.482611035603,-288,856,-101,0,smooth,test1
1266927,12.96867,79.18673,29.17,-3220,1224,14072,14487.503580672552,686,409,-61,0,smooth,test1
1267152,12.96867,79.18673,29.17,-4012,-1592,18076,18584.197157800496,435,1176,184,0,smooth,test1
1267377,12.96867,79.18673,29.17,-2144,1616,15408,15640.161635993409,694,-230,40,0,smooth,test1
1267602,12.96867,79.18673,29.17,-2736,-2328,16032,16429.555806533543,672,536,642,0,smooth,test1
1267827,12.96867,79.18673,29.17,-788,-1720,12680,12820.364425397587,-454,626,164,0,smooth,test1
1268052,12.96867,79.18673,29.17,-5108,-1012,24160,24714.80139511544,-2398,4239,-258,0,smooth,test1
1268279,12.96867,79.18673,29.17,-2956,3188,14076,14732.109692776523,-1246,550,-214,0,smooth,test1
1268505,12.96867,79.18673,29.17,-4936,1248,16504,17271.4682641633,-1024,790,-575,0,smooth,test1
1268731,12.96867,79.18673,29.17,-5108,744,15316,16162.458228871003,-228,-51,-531,0,smooth,test1
1268961,12.968659,79.18688,28.22,-1884,80,18028,18126.35208749957,793,994,-225,0,smooth,test1
1269186,12.968659,79.18688,28.22,-2724,-2636,15560,16015.06390870795,546,1346,46,0,smooth,test1
1269411,12.968659,79.18688,28.22,-1928,-464,14040,14179.3540050314,889,1519,436,0,smooth,test1
1269637,12.968659,79.18688,28.22,-2584,-1076,17188,17414.42436602485,-424,1537,575,0,smooth,test1
1269863,12.968659,79.18688,28.22,-236,228,9868,9873.454511973001,-489,638,354,0,smooth,test1
1270088,12.968659,79.18688,28.22,-2120,-3076,18080,18461.922326778433,-658,1221,230,0,smooth,test1
1270313,12.968659,79.18688,28.22,-1340,-3372,14124,14582.638992994374,-594,692,119,0,smooth,test1
1270538,12.968659,79.18688,28.22,-1508,560,17568,17641.49336082408,967,398,320,0,smooth,test1
1270763,12.968659,79.18688,28.22,-1592,264,17980,18052.272987078388,104,229,-7,0,smooth,test1
1270992,12.968644,79.187031,28.39,-752,-1836,17392,17504.801169964772,211,1508,173,0,smooth,test1
1271218,12.968644,79.187031,28.39,-4068,-1200,17860,18356.69425577492,1142,898,394,0,smooth,test1
1271443,12.968644,79.187031,28.39,-2196,36,14068,14238.410585455105,593,200,300,0,smooth,test1
1271667,12.968644,79.187031,28.39,-3512,-1324,15416,15866.32206908709,374,347,11,0,smooth,test1
1271893,12.968644,79.187031,28.39,-4340,936,13548,14256.928140381433,731,-105,162,0,smooth,test1
1272119,12.968644,79.187031,28.39,-2768,-536,13756,14041.960546875212,205,535,80,0,smooth,test1
1272345,12.968644,79.187031,28.39,-3588,-384,14136,14589.300737184081,1022,-346,377,0,smooth,test1
1272570,12.968644,79.187031,28.39,-5260,-2564,16040,17074.053297328082,391,337,207,0,smooth,test1
1272796,12.968644,79.187031,28.39,-3496,-1056,14848,15290.528310035595,-199,282,305,0,smooth,test1
1273025,12.968631,79.187184,29.0,-3452,-2320,17176,17672.3988184966,579,1363,761,0,smooth,test1
1273251,12.968631,79.187184,29.0,-2580,952,18208,18414.504283308852,-1122,1088,458,0,smooth,test1
1273477,12.968631,79.187184,29.0,-2124,1812,14652,14915.623486800678,-1752,1114,242,0,smooth,test1
1273702,12.968631,79.187184,29.0,-3064,-512,13636,13985.375790446247,-744,235,-53,0,smooth,test1
1273929,12.968631,79.187184,29.0,-3268,-1580,14484,14931.928207703117,543,332,-181,0,smooth,test1
1274155,12.968631,79.187184,29.0,-5152,-848,17752,18503.937743085928,-240,747,-299,0,smooth,test1
1274381,12.968631,79.187184,29.0,-1904,-496,16120,16239.63152291332,526,492,64,0,smooth,test1
1274606,12.968631,79.187184,29.0,-2632,256,15756,15976.373055233782,-61,40,-303,0,smooth,test1
1274832,12.968631,79.187184,29.0,-2196,-1140,16332,16518.360693482875,1191,364,-198,0,smooth,test1
1275060,12.968628,79.187333,27.93,-2016,-1088,18660,18800.095744437047,977,1684,76,0,smooth,test1
1275286,12.968628,79.187333,27.93,-1928,-4036,16892,17474.156460327347,674,1024,609,0,smooth,test1
1275511,12.968628,79.187333,27.93,-3768,-1672,18120,18582.99782058858,-316,1268,358,0,smooth,test1
1275737,12.968628,79.187333,27.93,-2024,48,17716,17831.307747891067,-85,595,425,0,smooth,test1
1275963,12.968628,79.187333,27.93,-2768,1588,19288,19550.204909412074,-384,1105,40,0,smooth,test1
1276188,12.968628,79.187333,27.93,-3008,-1136,16560,16869.266729766296,-162,849,5,0,smooth,test1
1276414,12.968628,79.187333,27.93,-3132,-1132,15160,15521.483434259755,354,178,156,0,smooth,test1
1276639,12.968628,79.187333,27.93,-4164,-268,16452,16972.89085571459,-212,355,395,0,smooth,test1
1276867,12.968627,79.187479,27.93,-3092,112,10764,11199.852856176281,-1708,293,94,0,smooth,test1
1277094,12.968627,79.187479,27.87,-4780,-336,14628,15392.845091145431,-495,-252,-239,0,smooth,test1
1277320,12.968627,79.187479,27.87,-3908,-2248,13440,14176.020880345795,-228,-340,-929,0,smooth,test1
1277547,12.968627,79.187479,27.87,-4664,-292,13924,14687.271223750176,634,303,-689,0,smooth,test1
1277773,12.968627,79.187479,27.87,-5180,1036,13676,14660.786882019669,1063,-171,-105,0,smooth,test1
1277999,12.968627,79.187479,27.87,-4192,1524,16172,16775.846446602925,113,478,-137,0,smooth,test1
1278224,12.968627,79.187479,27.87,-2692,-660,11856,12175.680679124269,29,992,71,0,smooth,test1
1278449,12.968627,79.187479,27.87,-6012,-700,17548,18562.501124579092,290,847,-155,0,smooth,test1
1278676,12.968627,79.187479,27.87,-4072,-208,14844,15393.790436406493,362,404,136,0,smooth,test1
1278904,12.968623,79.187623,28.04,-3776,-764,15780,16243.468595100001,-49,-307,343,0,smooth,test1
1279131,12.968623,79.187623,28.04,-1516,212,12008,12105.175091670504,284,3,741,0,smooth,test1
1279356,12.968623,79.187623,28.04,-3808,1452,15580,16104.209635992696,-1505,251,446,0,smooth,test1
1279581,12.968623,79.187623,28.04,-3536,520,11716,12249.01432769184,-1077,161,401,0,smooth,test1
1279806,12.968623,79.187623,28.04,-2312,2616,14028,14455.91864946673,-795,589,-129,0,smooth,test1
1280031,12.968623,79.187623,28.04,-4040,-68,13776,14356.336580061085,-241,369,-38,0,smooth,test1
1280257,12.968623,79.187623,28.04,-4756,-560,15300,16031.941117656339,-228,714,93,0,smooth,test1
1280482,12.968623,79.187623,28.04,-3308,932,14228,14637.194813214723,-51,-114,350,0,smooth,test1
1280707,12.968623,79.187623,28.04,-5580,-92,13972,15045.31980384598,106,-20,376,0,smooth,test1
1280937,12.968614,79.18777,28.63,-4060,-1380,14208,14840.999427262303,-402,1510,448,0,smooth,test1
1281163,12.968614,79.18777,28.63,-2796,-3284,20700,21144.556557185115,-1321,2182,239,0,smooth,test1
1281388,12.968614,79.18777,28.63,-3916,-660,23044,23383.682173686848,-1304,3204,351,0,smooth,test1
1281613,12.968614,79.18777,28.63,-3488,2940,16524,17142.12122229918,-906,455,321,0,smooth,test1
1281838,12.968614,79.18777,28.63,-2804,-1412,15340,15657.961553152441,-1046,108,101,0,smooth,test1
1282063,12.968614,79.18777,28.63,-4912,2620,17592,18451.845652942146,-1162,1380,-313,0,smooth,test1
1282289,12.968614,79.18777,28.63,-2580,412,15288,15509.644999161006,163,240,-590,0,smooth,test1
1282514,12.968614,79.18777,28.63,-4092,-2660,12268,13203.17719338796,987,995,20,0,smooth,test1
1282738,12.968614,79.18777,28.63,-1516,2552,15652,15930.978124396506,793,1092,298,0,smooth,test1
1282966,12.968614,79.187918,28.21,-5324,-264,19568,20281.05756611326,-601,872,584,0,smooth,test1
1283192,12.968614,79.187918,28.21,-3092,920,9416,9953.286894287736,-1024,-325,595,0,smooth,test1
1283418,12.968614,79.187918,28.21,-4180,1272,12924,13642.586265074522,-848,-291,424,0,smooth,test1
1283644,12.968614,79.187918,28.21,-2428,-464,17324,17499.470163407805,-647,381,84,0,smooth,test1
1283869,12.968614,79.187918,28.21,-4936,600,16712,17436.027070407985,-140,1079,-109,0,smooth,test1
1284094,12.968614,79.187918,28.21,-328,-104,12396,12400.77481450252,184,251,-239,0,smooth,test1
1284319,12.968614,79.187918,28.21,-4140,-1196,10272,11139.299798461301,253,295,-211,0,smooth,test1
1284545,12.968614,79.187918,28.21,-4616,1736,12272,13225.8510501215,161,994,-103,0,smooth,test1
1284770,12.968614,79.187918,28.21,-4724,536,16900,17556.009569375383,-64,286,84,0,smooth,test1
1284998,12.968613,79.188069,28.22,-3052,-1256,13884,14270.868789250359,-434,1006,313,0,smooth,test1
