time,lat,lon,speed,ax,ay,az,acc_mag,gx,gy,gz,label,road_label,source
359131,12.96982,79.16485,2.59,576,-1992,15200,15340.790070918772,-1150,-3013,6363,0,smooth,test1
359358,12.96982,79.16485,2.59,-448,-2820,16536,16780.71512182958,-892,421,12114,0,smooth,test1
359584,12.96982,79.16485,2.59,1700,-1640,15400,15580.102695425341,-141,-3623,9369,0,smooth,test1
359809,12.96982,79.16485,2.59,412,-2988,15384,15676.904796547053,-1685,-4027,8068,0,smooth,test1
360035,12.96982,79.16485,2.59,832,-2324,16368,16553.085029685553,364,4662,2917,0,smooth,test1
360259,12.96982,79.16485,2.59,-116,-2272,14816,14989.63962208565,428,4157,1518,0,smooth,test1
360485,12.96982,79.16485,2.59,-276,-1356,15460,15521.807626690907,1567,769,-94,0,smooth,test1
360711,12.96982,79.16485,2.59,-1916,-328,15776,15895.30798695011,-468,2307,2822,0,smooth,test1
460997,12.969829,79.164858,1.93,-456,-1528,13056,13153.016992310168,-1472,4255,-1442,0,smooth,test1
461223,12.969829,79.164858,1.93,-2452,1640,14472,14769.586588662527,-1697,323,2666,0,smooth,test1
461448,12.969829,79.164858,1.93,-2712,724,14608,14875.24063670904,3633,10405,3646,0,smooth,test1
461672,12.969829,79.164858,1.93,-868,888,20164,20202.199484214583,-633,6747,6173,0,smooth,test1
461897,12.969829,79.164858,1.93,248,28,17604,17605.76905448893,-7206,-5163,-5237,0,smooth,test1
462122,12.969829,79.164858,1.93,560,1444,14648,14729.65172704365,239,-2614,3148,0,smooth,test1
462347,12.969829,79.164858,1.93,-588,1320,15260,15328.266177229569,1049,774,-2881,0,smooth,test1
462574,12.969829,79.164858,1.93,-768,1948,15800,15938.146943732198,1685,12581,-6277,0,smooth,test1
462805,12.969829,79.16486,1.93,-1696,1660,15036,15222.132307925851,-568,-640,-845,0,smooth,test1
789106,12.96985,79.164855,1.57,-2652,56,15152,15382.436217972756,-265,28,2141,0,smooth,test1
789331,12.96985,79.164855,1.57,-2692,36,16168,16390.61878026574,-723,715,3253,0,smooth,test1
789555,12.96985,79.164855,1.57,-3624,-888,16332,16752.795110070438,-1242,614,4302,0,smooth,test1
789778,12.96985,79.164855,1.57,-2700,696,18924,19128.308654975222,-1631,1021,4567,0,smooth,test1
790001,12.96985,79.164855,1.57,-1740,-1132,14444,14592.400762040494,-659,500,4325,0,smooth,test1
790227,12.96985,79.164855,1.57,-2024,-1128,16072,16238.169354948852,-846,437,4117,0,smooth,test1
790451,12.96985,79.164855,1.57,-2520,-868,16288,16504.6286840995,-10,494,3616,0,smooth,test1
790674,12.96985,79.164855,1.57,-2368,-488,17552,17717.738907659746,164,250,3060,0,smooth,test1
851116,12.969848,79.164843,1.87,-2648,-644,17112,17327.64219390509,-145,810,2430,0,smooth,test1
851341,12.969848,79.164843,1.87,-3668,92,13956,14430.267634385718,-550,469,2447,0,smooth,test1
851566,12.969848,79.164843,1.87,-2772,552,13388,13683.100233499717,-647,322,1260,0,smooth,test1
851790,12.969848,79.164843,1.87,-4972,-828,15808,16592.143683080856,-1642,1534,228,0,smooth,test1
852017,12.969848,79.164843,1.87,-5364,1444,17416,18280.445508794364,-200,1344,-916,0,smooth,test1
852242,12.969848,79.164843,1.87,-4336,-1056,14920,15573.131733854947,-127,828,-1287,0,smooth,test1
852467,12.969848,79.164843,1.87,-3812,-476,13564,14097.518079435118,1495,-326,-956,0,smooth,test1
852694,12.969848,79.164843,1.87,-1900,-1452,15072,15260.520567791913,507,619,-746,0,smooth,test1
852923,12.969846,79.164827,5.19,-3504,-1408,16880,17297.250648585745,740,1293,1641,0,smooth,test1
853149,12.969846,79.164827,5.19,-2416,-2232,15204,15555.722291169895,-12,1094,2577,0,smooth,test1
853376,12.969846,79.164827,5.19,-1488,468,15112,15192.291203106923,-1165,60,3145,0,smooth,test1
853601,12.969846,79.164827,5.19,-3704,-424,13844,14337.214792280962,-1464,508,2542,0,smooth,test1
853827,12.969846,79.164827,5.19,-5768,-488,14512,15623.89554496573,-344,1227,1458,0,smooth,test1
854052,12.969846,79.164827,5.19,-1536,404,14016,14105.69984084448,-795,99,311,0,smooth,test1
854276,12.969846,79.164827,5.19,-3620,-36,16276,16673.74798897956,-120,421,-88,0,smooth,test1
854502,12.969846,79.164827,5.19,-2436,876,17344,17536.128649163133,-851,1097,-219,0,smooth,test1
854727,12.969846,79.164827,5.19,-3628,244,11904,12446.972965343823,-579,610,-784,0,smooth,test1
854957,12.969841,79.164799,6.72,-2924,972,16128,16419.712055940567,98,1139,-2277,0,smooth,test1
855183,12.969841,79.164799,6.72,-3248,-1480,18612,18951.159542360463,1240,1279,-2807,0,smooth,test1
855408,12.969841,79.164799,6.72,-2568,-148,13232,13479.701480374111,1470,-128,-2568,0,smooth,test1
855633,12.969841,79.164799,6.72,-1484,-328,15168,15243.951718632541,518,781,-1152,0,smooth,test1
855859,12.969841,79.164799,6.72,-2504,-324,14208,14430.6013734702,-154,-36,214,0,smooth,test1
856085,12.969841,79.164799,6.72,-3400,1144,15932,16330.871379078337,-430,-143,204,0,smooth,test1
856310,12.969841,79.164799,6.72,-2304,-976,16124,16316.996292210157,-456,37,652,0,smooth,test1
856536,12.969841,79.164799,6.72,-2108,-1672,19064,19252.930789882354,-635,333,427,0,smooth,test1
856761,12.969841,79.164799,6.72,-996,-588,16108,16149.471322616106,-399,477,-163,0,smooth,test1
856991,12.969836,79.164767,7.02,-3056,-1760,15528,15923.42676687402,-1877,490,-1490,0,smooth,test1
857216,12.969836,79.164767,7.02,-2636,44,16140,16353.899596120798,-597,546,-2547,0,smooth,test1
857442,12.969836,79.164767,7.02,-2448,980,17624,17820.1705940207,368,1426,-3527,0,smooth,test1
857667,12.969836,79.164767,7.02,-2408,-1212,15312,15547.499863322077,1029,546,-4534,0,smooth,test1
857892,12.969836,79.164767,7.02,-2636,144,17240,17440.952726270432,1375,1613,-4917,0,smooth,test1
858117,12.969836,79.164767,7.02,-2976,-1336,14112,14484.129797816644,1147,692,-3933,0,smooth,test1
858343,12.969836,79.164767,7.02,-1084,-396,12500,12553.161832781412,1525,1296,-3753,0,smooth,test1
858568,12.969836,79.164767,7.02,-2624,132,13536,13788.621976107692,716,591,-2816,0,smooth,test1
858793,12.969836,79.164767,7.02,-3844,-604,17408,17837.589971742258,1063,401,-1812,0,smooth,test1
859023,12.969841,79.16474,4.24,-3936,-988,16248,16747.111512138443,-568,900,-1159,0,smooth,test1
859249,12.969841,79.16474,4.24,-872,1940,15768,15910.807899035171,1249,1057,-999,0,smooth,test1
859474,12.969841,79.16474,4.24,-4700,-652,19296,19870.851013482035,857,1351,-1650,0,smooth,test1
859700,12.969841,79.16474,4.24,-4616,-580,15224,15918.983384626043,-163,-44,-1401,0,smooth,test1
859926,12.969841,79.16474,4.24,-4572,-652,15600,16269.243621016927,497,1163,-1611,0,smooth,test1
860151,12.969841,79.16474,4.24,-2724,-612,19664,19861.208825245256,-336,-14,-2222,0,smooth,test1
860378,12.969841,79.16474,4.24,-2724,-1112,15512,15788.567509435426,757,807,-1607,0,smooth,test1
860604,12.969841,79.16474,4.24,-1252,-1072,17584,17661.079921680892,1554,596,-876,0,smooth,test1
860831,12.969841,79.16474,4.24,-3384,-1088,13856,14304.682310348595,-124,678,-588,0,smooth,test1
861061,12.969863,79.164722,5.57,-1392,1100,12004,12134.400685653989,1257,-294,889,0,smooth,test1
861285,12.969863,79.164722,5.57,-4676,-828,13540,14348.594356242706,-968,1096,596,0,smooth,test1
861510,12.969863,79.164722,5.57,-5072,-948,18048,18771.09991449622,-723,571,344,0,smooth,test1
861736,12.969863,79.164722,5.57,-4364,48,14484,15127.228959726894,-1093,1087,-474,0,smooth,test1
861962,12.969863,79.164722,5.57,-2496,1048,15504,15738.562069007448,357,725,-1306,0,smooth,test1
862187,12.969863,79.164722,5.57,-3912,-692,17520,17964.77130386023,715,534,-1603,0,smooth,test1
862413,12.969863,79.164722,5.57,-3116,-1040,19536,19810.258756513,788,313,-1876,0,smooth,test1
862639,12.969863,79.164722,5.57,-1636,-1300,16648,16778.629264633033,1449,1141,-1546,0,smooth,test1
862864,12.969863,79.164722,5.57,-3336,-1328,21092,21395.442131444725,1831,372,-519,0,smooth,test1
863092,12.969888,79.164716,5.74,-1084,-492,14724,14772.044408273352,1365,334,1543,0,smooth,test1
863317,12.969888,79.164716,5.74,-3856,220,17704,18120.39602216243,-235,1034,2133,0,smooth,test1
863542,12.969888,79.164716,5.74,-4368,-32,14912,15538.603283435741,797,1263,2460,0,smooth,test1
863768,12.969888,79.164716,5.74,-2688,-1836,13440,13828.587780391748,-394,929,2586,0,smooth,test1
863993,12.969888,79.164716,5.74,-1432,-1148,14984,15095.985691567146,-281,256,3807,0,smooth,test1
864219,12.969888,79.164716,5.74,-984,-656,14816,14863.123763193254,-818,1269,5394,0,smooth,test1
864445,12.969888,79.164716,5.74,-5216,-2764,22648,23404.66312511248,-852,1489,6032,0,smooth,test1
864670,12.969888,79.164716,5.74,-3148,-440,14636,14977.18264561129,-1502,1098,5699,0,smooth,test1
864896,12.969917,79.164708,5.74,-4376,-92,12792,13520.09999963018,-18,743,5132,0,smooth,test1
865125,12.969917,79.164708,5.96,-1912,-3120,13408,13898.367098332092,-1938,1776,5870,0,smooth,test1
865351,12.969917,79.164708,5.96,-1932,1756,16324,16531.4589797755,-962,1214,4624,0,smooth,test1
865576,12.969917,79.164708,5.96,-2064,936,16008,16167.629881958579,672,684,2321,0,smooth,test1
865800,12.969917,79.164708,5.96,-2004,-2148,12004,12358.2335307276,1297,-347,2719,0,smooth,test1
866025,12.969917,79.164708,5.96,-2776,-264,13236,13526.550484140442,-254,282,3178,0,smooth,test1
866251,12.969917,79.164708,5.96,-1164,-2324,14736,14963.474462837834,-585,164,3849,0,smooth,test1
866476,12.969917,79.164708,5.96,-3904,896,16912,17379.8669730237,-931,1149,4079,0,smooth,test1
866701,12.969917,79.164708,5.96,-3288,2048,17532,17954.83979321453,-1202,849,2409,0,smooth,test1
866928,12.969929,79.164685,6.76,-2628,-624,18512,18708.017104974006,-1451,1258,786,0,smooth,test1
867155,12.969929,79.164685,6.76,-2588,2812,13244,13784.361573899605,-332,588,-344,0,smooth,test1
867380,12.969929,79.164685,6.76,-1408,1412,17504,17617.213854636608,498,565,-1394,0,smooth,test1
867605,12.969929,79.164685,6.76,-3988,-1660,15088,15694.186439570545,735,413,-1833,0,smooth,test1
867830,12.969929,79.164685,6.76,-2824,-824,13724,14035.744654274671,1091,482,-901,0,smooth,test1
868055,12.969929,79.164685,6.76,-3308,1220,13232,13693.687888950879,463,1354,-793,0,smooth,test1
868280,12.969929,79.164685,6.76,-2228,-2256,14808,15143.658210617406,1868,108,222,0,smooth,test1
868505,12.969929,79.164685,6.76,-2552,-2440,17140,17499.882971037263,217,-57,1571,0,smooth,test1
868730,12.969929,79.164685,6.76,-2404,-208,14604,14802.003107687824,-1736,595,631,0,smooth,test1
868960,12.969926,79.164652,4.93,-2092,-92,17064,17192.004653326498,-1376,98,5,0,smooth,test1
869185,12.969926,79.164652,4.93,-1160,3184,13728,14140.06506349953,714,103,-1450,0,smooth,test1
869410,12.969926,79.164652,4.93,-3156,1208,21336,21601.955837377318,1220,874,-2439,0,smooth,test1
869636,12.969926,79.164652,4.93,-1884,-2368,13876,14202.121531658571,1340,-374,-1763,0,smooth,test1
869862,12.969926,79.164652,4.93,-3132,-1208,14992,15363.227265128899,561,446,1617,0,smooth,test1
870087,12.969926,79.164652,4.93,-2896,1060,14788,15106.136501435434,-680,333,2371,0,smooth,test1
870313,12.969926,79.164652,4.93,-3944,-1952,19880,20361.233754367637,-160,355,2720,0,smooth,test1
870538,12.969926,79.164652,4.93,-3648,3700,15332,16188.518400397239,-291,1161,1549,0,smooth,test1
870764,12.969926,79.164652,4.93,-4956,-1384,18520,19221.544995135017,-1555,369,1209,0,smooth,test1
870993,12.969919,79.164619,6.46,-4028,-3344,20404,21064.907690279586,-1618,-727,822,0,smooth,test1
871219,12.969919,79.164619,6.46,-2820,-1444,16728,17025.378703570736,-944,1895,-439,0,smooth,test1
871444,12.969919,79.164619,6.46,-960,-648,13224,13274.625418444017,772,1194,-31,0,smooth,test1
871670,12.969919,79.164619,6.46,-2972,-1296,12272,12693.084101194634,121,1035,-745,0,smooth,test1
871896,12.969919,79.164619,6.46,-912,544,14216,14255.607177528427,344,-224,-690,0,smooth,test1
872122,12.969919,79.164619,6.46,-5200,-332,13800,14750.939766672494,-2626,217,-637,0,smooth,test1
872348,12.969919,79.164619,6.46,-7020,-1564,17820,19216.630714045583,233,1157,69,0,smooth,test1
872571,12.969919,79.164619,6.46,16,-480,12684,12693.08914330944,857,-415,745,0,smooth,test1
872797,12.969919,79.164619,6.46,-1172,572,13136,13200.578169156077,-1279,997,100,0,smooth,test1
873026,12.969907,79.164585,7.39,-6136,-1308,16660,17802.161666494325,-783,162,-619,0,smooth,test1
873252,12.969907,79.164585,7.39,552,-220,15884,15895.111198101133,-566,1430,-1085,0,smooth,test1
873478,12.969907,79.164585,7.39,-3320,-1084,18364,18693.15254311054,-172,690,-1883,0,smooth,test1
873704,12.969907,79.164585,7.39,-1528,904,16592,16686.71519502865,1720,55,-1174,0,smooth,test1
873928,12.969907,79.164585,7.39,1100,-1132,18688,18754.53993037419,2181,-682,-77,0,smooth,test1
874154,12.969907,79.164585,7.39,-1280,-2964,22884,23110.628550517617,-236,767,973,0,smooth,test1
874379,12.969907,79.164585,7.39,-1304,-996,15220,15308.19492951406,601,-153,832,0,smooth,test1
874605,12.969907,79.164585,7.39,-2836,-1372,18892,19152.883438271117,-647,664,1195,0,smooth,test1
874831,12.969907,79.164585,7.39,-4660,328,15228,15928.438969340341,-1187,1320,531,0,smooth,test1
875060,12.969897,79.164546,7.74,1312,252,15792,15848.410393474798,1578,154,16,0,smooth,test1
875284,12.969897,79.164546,7.74,-3984,-1228,18384,18850.774413800616,955,610,-30,0,smooth,test1
875510,12.969897,79.164546,7.74,-5556,-3244,13144,14634.117944037489,533,171,1441,0,smooth,test1
875735,12.969897,79.164546,7.74,-2892,-1376,19740,19998.11591125524,-56,1377,3187,0,smooth,test1
875960,12.969897,79.164546,7.74,-3172,-3160,14332,15015.10599363188,-427,548,3542,0,smooth,test1
876185,12.969897,79.164546,7.74,-2004,2036,12644,12962.717616302532,-1186,884,3174,0,smooth,test1
876410,12.969897,79.164546,7.74,-1300,2428,14372,14633.508396826785,-983,188,2088,0,smooth,test1
876635,12.969897,79.164546,7.74,-3252,2652,14640,15229.517654870098,-862,382,495,0,smooth,test1
876862,12.969889,79.164511,7.74,-4336,-1792,19376,19935.935794439145,-895,352,52,0,smooth,test1
877089,12.969889,79.164511,3.91,-4416,1652,16268,16937.472774885868,144,1047,-788,0,smooth,test1
877315,12.969889,79.164511,3.91,-308,652,14744,14761.62267503136,870,362,178,0,smooth,test1
877539,12.969889,79.164511,3.91,-1808,588,12944,13082.879805302806,826,752,1846,0,smooth,test1
877763,12.969889,79.164511,3.91,-4272,-1852,17284,17900.182792362764,408,-289,1922,0,smooth,test1
877989,12.969889,79.164511,3.91,-3344,-248,18524,18825.047569661012,426,579,1904,0,smooth,test1
878214,12.969889,79.164511,3.91,480,2236,11948,12164.900328403846,-81,-630,1566,0,smooth,test1
878439,12.969889,79.164511,3.91,-3468,96,20488,20779.662749910065,14,691,1679,0,smooth,test1
878664,12.969889,79.164511,3.91,-2232,-972,12856,13084.469572741571,-306,368,2853,0,smooth,test1
878893,12.969869,79.164488,3.91,-2408,700,16796,16982.16947271461,-3575,378,2463,0,smooth,test1
879120,12.969869,79.164488,8.91,172,2224,10020,10265.28908506721,1015,-210,1970,0,smooth,test1
879344,12.969869,79.164488,8.91,440,-260,7168,7186.196768806153,-1919,353,-459,0,smooth,test1
879569,12.969869,79.164488,8.91,-2636,472,14020,14273.460687583793,-3753,1677,-1909,0,smooth,test1
879794,12.969869,79.164488,8.91,1016,-1316,17944,18020.855917519566,283,-2388,-1644,0,smooth,test1
880019,12.969869,79.164488,8.91,-3656,2028,13424,14059.974964415833,-5,753,-1047,0,smooth,test1
880244,12.969869,79.164488,8.91,-3460,-1536,17340,17748.422352423328,103,980,-793,0,smooth,test1
880469,12.969869,79.164488,8.91,-124,2176,11564,11767.601624800187,1420,800,-611,0,smooth,test1
880693,12.969869,79.164488,8.91,-1876,-2168,18904,19120.16778169062,1375,1010,-136,0,smooth,test1
880921,12.969835,79.164454,8.91,-2560,108,13552,13792.09802749386,1558,-795,81,0,smooth,test1
881149,12.969835,79.164454,11.19,-1868,-844,11732,11909.72644522115,1011,1365,469,0,smooth,test1
881374,12.969835,79.164454,11.19,-1756,2112,18880,19078.744193473533,-444,1051,461,0,smooth,test1
881599,12.969835,79.164454,11.19,-2476,-4332,12492,13451.64911823082,-117,1005,1013,0,smooth,test1
881826,12.969835,79.164454,11.19,-1976,1252,16864,17025.468451704935,-493,472,949,0,smooth,test1
882051,12.969835,79.164454,11.19,-2824,1264,21156,21381.04319251051,523,361,1490,0,smooth,test1
882275,12.969835,79.164454,11.19,-3716,-1436,17556,18002.3300714102,606,700,1327,0,smooth,test1
882500,12.969835,79.164454,11.19,-4636,-976,12960,13798.792410932198,-170,247,1946,0,smooth,test1
882725,12.969835,79.164454,11.19,-4556,-3356,15972,16944.753052198783,-409,278,2033,0,smooth,test1
882954,12.96979,79.16441,12.76,-2328,-2196,16108,16422.8397057269,605,549,1963,0,smooth,test1
883179,12.96979,79.16441,12.76,-4780,-3772,10856,12447.052663180952,-442,414,1068,0,smooth,test1
883405,12.96979,79.16441,12.76,-2244,-2312,14228,14588.24403415298,602,124,1782,0,smooth,test1
883630,12.96979,79.16441,12.76,-4112,28,16644,17144.447031036027,-301,1171,2031,0,smooth,test1
883855,12.96979,79.16441,12.76,-3344,-2272,12908,13526.299715738965,-569,410,2340,0,smooth,test1
884080,12.96979,79.16441,12.76,-3584,-1768,14768,15299.17331099952,-866,641,1992,0,smooth,test1
884305,12.96979,79.16441,12.76,-2904,632,13044,13378.287483829909,-1105,-349,1023,0,smooth,test1
884530,12.96979,79.16441,12.76,-1436,-1812,16572,16732.50202450309,-439,777,975,0,smooth,test1
884756,12.96979,79.16441,12.76,264,232,16976,16979.63768753621,-776,419,722,0,smooth,test1
884986,12.96972,79.164374,15.83,-1288,44,17204,17252.20264198169,-1275,580,-493,0,smooth,test1
885211,12.96972,79.164374,15.83,-828,1232,15420,15491.281677124072,456,144,-517,0,smooth,test1
885436,12.96972,79.164374,15.83,-340,3640,17404,17783.824560538153,200,817,-404,0,smooth,test1
885660,12.96972,79.164374,15.83,-3264,-76,21148,21398.536772405725,282,1449,-508,0,smooth,test1
885886,12.96972,79.164374,15.83,-660,432,14024,14046.166736871664,587,2560,-673,0,smooth,test1
886110,12.96972,79.164374,15.83,-1660,-2732,22080,22310.21792811536,484,-1836,249,0,smooth,test1
886334,12.96972,79.164374,15.83,-680,680,12096,12134.167297346778,-193,-3876,419,0,smooth,test1
886561,12.96972,79.164374,15.83,-5188,-368,19160,19853.37170356713,-294,2775,391,0,smooth,test1
886785,12.96972,79.164374,15.83,-5436,16,13892,14917.708134964969,887,2442,-684,0,smooth,test1
887012,12.969651,79.16435,11.17,-668,376,13560,13581.649384371547,1323,-390,-286,0,smooth,test1
887236,12.969651,79.16435,11.17,-3992,284,14128,14683.90629226433,1104,1391,941,0,smooth,test1
887461,12.969651,79.16435,11.17,-5092,-3736,15692,16915.230533457117,-939,477,1532,0,smooth,test1
887684,12.969651,79.16435,11.17,-444,1584,12084,12195.460138920549,642,-12,1279,0,smooth,test1
887907,12.969651,79.16435,11.17,-3272,304,17100,17412.880290176006,94,557,1086,0,smooth,test1
888130,12.969651,79.16435,11.17,-4688,-2620,11744,12913.685763561076,-671,1225,629,0,smooth,test1
888358,12.969651,79.16435,11.17,-8484,-2720,26768,28211.74365401756,-1425,2848,-15,0,smooth,test1
888582,12.969651,79.16435,11.17,-2380,5152,12060,13328.582220176308,-1525,1097,-1121,0,smooth,test1
888807,12.969651,79.16435,11.17,-1584,-2772,14316,14667.682025459919,1549,2151,-637,0,smooth,test1
889034,12.969587,79.164327,14.24,764,60,14892,14911.705469194327,1759,-682,-351,0,smooth,test1
889260,12.969587,79.164327,14.24,-1452,824,14800,14893.867194251465,1544,441,1240,0,smooth,test1
889484,12.969587,79.164327,14.24,256,624,9812,9835.154091319566,775,254,1208,0,smooth,test1
889706,12.969587,79.164327,14.24,-4804,-1724,17396,18129.296952722685,-149,1146,868,0,smooth,test1
889931,12.969587,79.164327,14.24,-1036,6832,16076,17498.208365429873,655,383,1309,0,smooth,test1
890154,12.969587,79.164327,14.24,-4016,-6136,16344,17913.823935720702,-1197,693,1538,0,smooth,test1
890379,12.969587,79.164327,14.24,-2712,-2928,15028,15548.919962492571,580,1676,1980,0,smooth,test1
890602,12.969587,79.164327,14.24,-9340,-2296,17412,19891.8314893325,-4217,2620,641,0,smooth,test1
890827,12.969511,79.164307,14.24,-1328,-3124,15524,15890.80035743952,-319,148,460,0,smooth,test1
891055,12.969511,79.164307,15.22,-3220,-868,15464,15819.517059632382,-1386,790,-1293,0,smooth,test1
891281,12.969511,79.164307,15.22,-2756,-824,14756,15033.763600642389,-94,-375,-964,0,smooth,test1
891506,12.969511,79.164307,15.22,756,2572,14168,14419.394716838846,274,-110,-642,0,smooth,test1
891729,12.969511,79.164307,15.22,-4612,-4836,22572,23540.446554812846,784,853,-256,0,smooth,test1
891955,12.969511,79.164307,15.22,-1256,-4444,13312,14090.280905645564,369,1161,-377,0,smooth,test1
892180,12.969511,79.164307,15.22,-1824,1900,16408,16618.045613127917,-394,651,-620,0,smooth,test1
892406,12.969511,79.164307,15.22,-2464,1060,12872,13148.508660680876,541,531,-210,0,smooth,test1
892631,12.969511,79.164307,15.22,-2960,-4600,14040,15067.952747470374,-148,398,163,0,smooth,test1
892859,12.969431,79.164299,15.22,-3244,564,16016,16350.95984950119,531,490,122,0,smooth,test1
893084,12.969431,79.164299,16.2,-4408,1032,17508,18083.847820638173,-256,575,211,0,smooth,test1
893307,12.969431,79.164299,16.2,-3732,-2204,16976,17520.55980840795,-1112,766,390,0,smooth,test1
893534,12.969431,79.164299,16.2,-2536,1032,14976,15224.220702551576,413,325,180,0,smooth,test1
893760,12.969431,79.164299,16.2,-3500,2904,15960,16595.325124865736,-260,386,-245,0,smooth,test1
893984,12.969431,79.164299,16.2,-1244,1308,16180,16280.38083092653,363,1031,-607,0,smooth,test1
894210,12.969431,79.164299,16.2,-164,1568,13300,13393.11464895302,969,249,86,0,smooth,test1
894432,12.969431,79.164299,16.2,-1112,276,15160,15203.23386651669,269,227,14,0,smooth,test1
894655,12.969431,79.164299,16.2,-1852,384,18060,18158.770883515215,1277,819,702,0,smooth,test1
894880,12.969347,79.164285,16.2,-3976,-1508,14956,15548.780530961263,316,536,1072,0,smooth,test1
895107,12.969347,79.164285,16.63,-1196,3516,18344,18716.169693609856,-934,696,1312,0,smooth,test1
895330,12.969347,79.164285,16.63,-6288,-296,16244,17421.08194114246,-1873,502,658,0,smooth,test1
895554,12.969347,79.164285,16.63,-2340,-4520,15764,16565.3160549384,-447,525,-359,0,smooth,test1
895778,12.969347,79.164285,16.63,-3088,-1180,18636,18926.92896378068,-402,396,-597,0,smooth,test1
896004,12.969347,79.164285,16.63,-2240,1364,16696,16900.72519154134,20,1393,-567,0,smooth,test1
896228,12.969347,79.164285,16.63,-1796,-392,17052,17150.80126408093,945,-718,-604,0,smooth,test1
896452,12.969347,79.164285,16.63,324,64,16828,16831.24047716032,800,406,-408,0,smooth,test1
896674,12.969347,79.164285,16.63,-2496,-4000,17432,18058.36758956911,-410,72,-273,0,smooth,test1
896903,12.969261,79.164277,15.72,-5328,-836,21076,21755.097241796,373,1259,322,0,smooth,test1
897128,12.969261,79.164277,15.72,-420,1168,15644,15693.162842461044,856,1266,62,0,smooth,test1
897351,12.969261,79.164277,15.72,-2764,-2904,11812,12473.822830231316,346,660,320,0,smooth,test1
897574,12.969261,79.164277,15.72,-1888,4,13648,13777.97024238331,747,742,898,0,smooth,test1
897798,12.969261,79.164277,15.72,-268,-1256,15564,15616.896490660365,456,-278,667,0,smooth,test1
898022,12.969261,79.164277,15.72,-3324,-304,17152,17473.76593639734,-825,199,34,0,smooth,test1
898245,12.969261,79.164277,15.72,-724,2352,12648,12885.184670775969,548,-567,-415,0,smooth,test1
898468,12.969261,79.164277,15.72,-5296,880,15056,15984.528519790629,-239,1402,-237,0,smooth,test1
898692,12.969261,79.164277,15.72,-224,4916,15876,16621.209582939504,463,1305,-52,0,smooth,test1
898920,12.969183,79.164265,15.72,-1372,-2284,13112,13379.96950669171,-832,-76,-416,0,smooth,test1
899146,12.969183,79.164265,14.58,-2316,-720,23684,23807.858198502443,-1084,1247,-377,0,smooth,test1
899370,12.969183,79.164265,14.58,-4000,-1608,13048,13741.760003725869,-1772,1123,-504,0,smooth,test1
899596,12.969183,79.164265,14.58,-1780,-2616,14748,15083.612299446046,-119,2082,-170,0,smooth,test1
899822,12.969183,79.164265,14.58,-364,4400,17472,18021.18974984726,-1355,1355,-1194,0,smooth,test1
900046,12.969183,79.164265,14.58,-2528,760,15216,15443.284624716336,-639,553,-613,0,smooth,test1
900271,12.969183,79.164265,14.58,724,-2576,15832,16056.530633981925,1048,-159,-85,0,smooth,test1
900499,12.969183,79.164265,14.58,-4552,-1240,14200,14963.23173649329,64,502,-473,0,smooth,test1
900722,12.969183,79.164265,14.58,-3400,-1776,13872,14392.586980803695,-540,-88,-354,0,smooth,test1
900949,12.96911,79.164247,14.58,-2960,264,12512,12860.07153945887,366,548,-162,0,smooth,test1
901179,12.96911,79.164247,14.08,-2732,-548,17044,17270.26531353818,483,604,-45,0,smooth,test1
901406,12.96911,79.164247,14.08,-4748,-4608,16576,17847.715372002098,-373,726,260,0,smooth,test1
901633,12.96911,79.164247,14.08,-3396,-2520,11944,12670.53084917913,-530,380,488,0,smooth,test1
901860,12.96911,79.164247,14.08,-148,5412,17692,18501.851583017306,251,314,529,0,smooth,test1
902087,12.96911,79.164247,14.08,-3824,-4060,14040,15107.222643490762,102,618,500,0,smooth,test1
902310,12.96911,79.164247,14.08,-3420,4468,13872,14969.69632290515,-32,271,376,0,smooth,test1
902536,12.96911,79.164247,14.08,-1192,1632,14680,14818.45767952927,-439,98,372,0,smooth,test1
902762,12.96911,79.164247,14.08,-2288,228,17768,17916.15896334926,171,982,-13,0,smooth,test1
902992,12.969035,79.164226,16.04,-3336,184,14800,15172.433951083787,217,665,566,0,smooth,test1
903215,12.969035,79.164226,16.04,-3244,-1068,16512,16861.503610295258,-686,1391,538,0,smooth,test1
903442,12.969035,79.164226,16.04,-2820,-3404,17348,17902.310465412,-255,1211,796,0,smooth,test1
903666,12.969035,79.164226,16.04,1084,1464,15548,15654.34942755527,-681,-355,884,0,smooth,test1
903889,12.969035,79.164226,16.04,-2600,3580,15004,15642.775201350942,-207,49,343,0,smooth,test1
904115,12.969035,79.164226,16.04,-1672,-1696,14224,14422.003189571134,-815,261,165,0,smooth,test1
904342,12.969035,79.164226,16.04,-3732,1324,18744,19157.72262039515,-1155,425,-415,0,smooth,test1
904565,12.969035,79.164226,16.04,-1132,384,14412,14461.48761365856,-112,408,-352,0,smooth,test1
904791,12.969035,79.164226,16.04,-1308,2560,15224,15493.051345683974,535,245,-508,0,smooth,test1
905021,12.968952,79.164213,16.45,-1712,2460,15244,15535.832130915936,1320,1251,-404,0,smooth,test1
905245,12.968952,79.164213,16.45,-1192,1664,12524,12690.16690197572,770,-796,-46,0,smooth,test1
905471,12.968952,79.164213,16.45,-3492,-808,12980,13465.783601409908,392,351,339,0,smooth,test1
